recnum;Objid;Metod;Startdag;Stoppdag;Mattid;Punkt1;Resultat1;Variation1;Enhet;Punkt2;Resultat2;Variation2;Punkt3;Resultat3;Variation3;Punkt4;Resultat4;Variation4;Punkt5;Resultat5;Variation5;Medelvarde;Variation;Fastighet;Adress1;LagenhetNr;Vaning1;Vaning2;Vaning3;Vaning4;Vaning5;Utford_av;Ort1;Postnummer1;Hustyp;Byggnadsar;Ombyggnad;Byggmaterial;Mark;Grund;Grundtat;Ventilation;Xkordinat;Ykordinat
9640;62266;SPÅRFILM MED FILTER (SSM:S MET;2008-10-23 00:00:00.000;2008-12-30 00:00:00.000;68 dygn;SOVRUM;33.0000;+-15%;RADONGAS;VARDAGSRUM;31.0000;+-15%;;;;;;;;;;30.0000;;STORKÅGE 29:1;OMR 311, SKOLGATAN 12;4;1;1;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1960;;OKÄNT;;KÄLLARE;0;MEKANISK FRÅNLUFT;;
9641;62266;SPÅRFILM MED FILTER (SSM:S MET;2008-10-23 00:00:00.000;2008-12-19 00:00:00.000;57 dygn;F-RUM;30.0000;+-15%;RADONGAS;K-RUM;30.0000;+-15%;;;;;;;;;;;;STORKÅGE 29:1;OMR 311, SÖRBYGATAN 33;0;0;0;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1960;;OKÄNT;;KÄLLARE;0;MEKANISK FRÅNLUFT;;
9642;58291;SPÅRFILM MED FILTER (SSM:S MET;2008-10-28 00:00:00.000;2009-01-08 00:00:00.000;72 dygn;UTHYRNINGSRUM;30.0000;+-15%;RADONGAS;UTHYRNINGSRUM;30.0000;+-15%;;;;;;;;;;30.0000;;TÄRNAN 2;ALDERGATAN 4 SKELLEFTEÅ;1;-1;-1;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;;;OKÄNT;;KÄLLARE;0;SJÄLVDRAG;7192720.000000000000000;1746338.000000000000000
9643;58291;SPÅRFILM MED FILTER (SSM:S MET;2008-10-28 00:00:00.000;2009-01-08 00:00:00.000;72 dygn;SOVRUM;30.0000;+-15%;RADONGAS;VARDAGSRUM;30.0000;+-15%;;;;;;;;;;30.0000;;TÄRNAN 2;ALDERGATAN 4 SKELLEFTEÅ;2;0;0;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;;;OKÄNT;;KÄLLARE;0;SJÄLVDRAG;7192720.000000000000000;1746338.000000000000000
9644;58291;SPÅRFILM MED FILTER (SSM:S MET;2008-10-28 00:00:00.000;2009-01-08 00:00:00.000;72 dygn;VARDAGSRUM;30.0000;+-15%;RADONGAS;SOVRUM;30.0000;+-15%;;;;;;;;;;30.0000;;TÄRNAN 2;ALDERGATAN 4 SKELLEFTEÅ;3;1;1;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;;;OKÄNT;;KÄLLARE;0;SJÄLVDRAG;7192720.000000000000000;1746338.000000000000000
9645;57797;SPÅRFILM MED FILTER (SSM:S MET;2008-10-12 00:00:00.000;2009-01-12 00:00:00.000;92 dygn;VARDAGSRUM;30.0000;+-15%;RADONGAS;VARDAGSRUM;30.0000;+-15%;SOVRUM;30.0000;+-15%;SOVRUM;30.0000;+-15%;;;;30.0000;;;TJÄRHOVSGATAN 1;;1;0;1;0;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 32;FLERBOSTADSHUS;1954;;OKÄNT;;KÄLLARE;;SJÄLVDRAG;;
9646;54624;SPÅRFILM MED FILTER (SSM:S MET;2008-10-27 00:00:00.000;2009-01-19 00:00:00.000;84 dygn;VARDAGSRUM;202.0000;+-15%;RADONGAS;SOVRUM;249.0000;+-15%;;;;;;;;;;230.0000;;LÄKTAREN 6;FÄLTJÄGARV 20;51;1;1;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
9647;54624;SPÅRFILM MED FILTER (SSM:S MET;2008-10-27 00:00:00.000;2009-01-20 00:00:00.000;85 dygn;TV-RUM;496.0000;+-15%;RADONGAS;VARDAGSRUM;452.0000;+-15%;;;;;;;;;;470.0000;;LÄKTAREN 6;FÄLTJÄGARV. 20;53;2;2;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
9648;54624;SPÅRFILM MED FILTER (SSM:S MET;2008-10-27 00:00:00.000;2009-01-20 00:00:00.000;85 dygn;TV-RUM;309.0000;+-15%;RADONGAS;VARDAGSRUM;256.0000;+-15%;;;;;;;;;;280.0000;;LÄKTAREN 6;KLOCKARBERGSV. 5A;61;2;2;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
9649;54624;SPÅRFILM MED FILTER (SSM:S MET;2008-10-27 00:00:00.000;2009-01-20 00:00:00.000;85 dygn;VARDAGSRUM;319.0000;+-15%;RADONGAS;SOVRUM;347.0000;+-15%;;;;;;;;;;330.0000;;LÄKTAREN 6;KLOCKARBERGSV. 5A;63;2;2;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
9650;54624;SPÅRFILM MED FILTER (SSM:S MET;2008-10-27 00:00:00.000;2009-01-20 00:00:00.000;85 dygn;VARDAGSRUM;306.0000;+-15%;RADONGAS;SOVRUM;255.0000;+-15%;;;;;;;;;;280.0000;;LÄKTAREN 6;KLOCKARBERGSV. 5B;56;1;1;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
9651;54624;SPÅRFILM MED FILTER (SSM:S MET;2008-10-27 00:00:00.000;2009-01-20 00:00:00.000;85 dygn;SOVRUM;457.0000;+-15%;RADONGAS;VARDAGSRUM;420.0000;+-15%;;;;;;;;;;440.0000;;LÄKTAREN 6;KLOCKARBERGSV. 5B;59;2;2;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
9652;54624;SPÅRFILM MED FILTER (SSM:S MET;2008-10-27 00:00:00.000;2009-01-20 00:00:00.000;85 dygn;VARDAGSRUM;135.0000;+-15%;RADONGAS;SOVRUM;627.0000;+-15%;;;;;;;;;;380.0000;;LÄKTAREN 6;FÄLTJÄGARV 22;50;3;3;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
9653;54624;SPÅRFILM MED FILTER (SSM:S MET;2008-10-27 00:00:00.000;2009-01-20 00:00:00.000;85 dygn;SOVRUM;289.0000;+-15%;RADONGAS;VARDAGSRUM;288.0000;+-15%;;;;;;;;;;290.0000;;LÄKTAREN 6;FÄLTJÄGARV 24;41;2;2;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
9654;54624;SPÅRFILM MED FILTER (SSM:S MET;2008-10-28 00:00:00.000;2009-01-21 00:00:00.000;85 dygn;VARDAGSRUM;197.0000;+-15%;RADONGAS;SOVRUM;179.0000;+-15%;;;;;;;;;;190.0000;;LÄKTAREN 6;FÄLTJÄGARV 24;37;1;1;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
9655;54624;SPÅRFILM MED FILTER (SSM:S MET;2008-10-27 00:00:00.000;2009-01-20 00:00:00.000;85 dygn;TV-RUM;390.0000;+-15%;RADONGAS;VARDAGSRUM;374.0000;+-15%;;;;;;;;;;380.0000;;LÄKTAREN 6;FÄLTJÄGARV 26;25;1;1;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
9656;54624;SPÅRFILM MED FILTER (SSM:S MET;2008-10-27 00:00:00.000;2009-01-20 00:00:00.000;85 dygn;VARDAGSRUM;536.0000;+-15%;RADONGAS;SOVRUM;531.0000;+-15%;;;;;;;;;;530.0000;;LÄKTAREN 6;FÄLTJÄGARV 26;29;2;2;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
9657;54624;SPÅRFILM MED FILTER (SSM:S MET;2008-10-27 00:00:00.000;2009-01-20 00:00:00.000;85 dygn;SOVRUM;298.0000;+-15%;RADONGAS;VARDAGSRUM;259.0000;+-15%;;;;;;;;;;280.0000;;LÄKTAREN 6;FÄLTJÄGARV 26;33;3;3;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
9658;54624;SPÅRFILM MED FILTER (SSM:S MET;2008-10-27 00:00:00.000;2009-01-20 00:00:00.000;85 dygn;VARDAGSRUM;186.0000;+-15%;RADONGAS;SOVRUM;198.0000;+-15%;;;;;;;;;;190.0000;;LÄKTAREN 6;FÄLTJÄGARV 26;27;1;1;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
9659;54624;SPÅRFILM MED FILTER (SSM:S MET;2008-10-27 00:00:00.000;2009-01-20 00:00:00.000;85 dygn;SOVRUM;344.0000;+-15%;RADONGAS;VARDAGSRUM;265.0000;+-15%;;;;;;;;;;300.0000;;LÄKTAREN 6;FÄLTJÄGARV 28;23;2;2;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
9660;54624;SPÅRFILM MED FILTER (SSM:S MET;2008-10-27 00:00:00.000;2009-01-20 00:00:00.000;85 dygn;VARDAGSRUM;351.0000;+-15%;RADONGAS;SOVRUM;298.0000;+-15%;;;;;;;;;;320.0000;;LÄKTAREN 6;FÄLTJÄGARV 28;19;1;1;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
9661;54624;SPÅRFILM MED FILTER (SSM:S MET;2008-10-27 00:00:00.000;2009-01-20 00:00:00.000;85 dygn;SOVRUM;343.0000;+-15%;RADONGAS;VARDAGSRUM;401.0000;+-15%;;;;;;;;;;370.0000;;LÄKTAREN 6;FÄLTJÄGARV 30;15;2;2;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
9662;54624;SPÅRFILM MED FILTER (SSM:S MET;2008-10-27 00:00:00.000;2009-01-20 00:00:00.000;85 dygn;VARDAGSRUM;180.0000;+-15%;RADONGAS;SOVRUM;176.0000;+-15%;;;;;;;;;;;;LÄKTAREN 6;FÄLTJÄGARV 30;17;3;;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
9663;54624;SPÅRFILM MED FILTER (SSM:S MET;2008-10-27 00:00:00.000;2009-01-20 00:00:00.000;85 dygn;SOVRUM;401.0000;+-15%;RADONGAS;HALL;380.0000;+-15%;;;;;;;;;;390.0000;;LÄKTAREN 6;FÄLTJÄGARV 32;7;3;3;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
9664;54624;SPÅRFILM MED FILTER (SSM:S MET;2008-10-28 00:00:00.000;2009-01-20 00:00:00.000;84 dygn;SOVRUM;503.0000;+-15%;RADONGAS;VARDAGSRUM;431.0000;+-15%;;;;;;;;;;470.0000;;LÄKTAREN 6;FÄLTJÄGARV 32;1;1;1;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
9665;63720;SPÅRFILM MED FILTER (SSM:S MET;2008-10-08 00:00:00.000;2009-01-15 00:00:00.000;99 dygn;VARDAGSRUM;902.0000;+-15%;RADONGAS;VARDAGSRUM;961.0000;+-15%;;;;;;;;;;930.0000;;BÄGAREN 1,2,3; KANNAN 2;MYNTG 113;008;0;0;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;;;OKÄNT;;PLATTA PÅ MARK;;MEKANISK FRÅNLUFT;7194373.470000000000000;785985.880000000000000
9666;63720;SPÅRFILM MED FILTER (SSM:S MET;2008-10-16 00:00:00.000;2009-01-15 00:00:00.000;91 dygn;VARDAGSRUM;206.0000;+-15%;RADONGAS;VARDAGSRUM;207.0000;+-15%;;;;;;;;;;210.0000;;BÄGAREN 1,2,3; KANNAN 2;MYNTG 109;021;0;0;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;;;OKÄNT;;PLATTA PÅ MARK;;MEKANISK FRÅNLUFT;7194373.470000000000000;785985.880000000000000
9667;63720;SPÅRFILM MED FILTER (SSM:S MET;2008-10-08 00:00:00.000;2009-01-15 00:00:00.000;99 dygn;OKLAR;30.0000;+-15%;RADONGAS;;;;;;;;;;;;;;;BÄGAREN 1,2,3; KANNAN 2;MYNTG 103;042;0;;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;;;OKÄNT;;PLATTA PÅ MARK;;MEKANISK FRÅNLUFT;7194373.470000000000000;785985.880000000000000
9668;63720;SPÅRFILM MED FILTER (SSM:S MET;2008-10-08 00:00:00.000;2009-01-15 00:00:00.000;99 dygn;VARDAGSRUM;241.0000;+-15%;RADONGAS;VARDAGSRUM;223.0000;+-15%;;;;;;;;;;230.0000;;BÄGAREN 1,2,3; KANNAN 2;MYNTG 103;043;0;0;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;;;OKÄNT;;PLATTA PÅ MARK;;MEKANISK FRÅNLUFT;7194373.470000000000000;785985.880000000000000
9669;63720;SPÅRFILM MED FILTER (SSM:S MET;2008-10-15 00:00:00.000;2009-01-15 00:00:00.000;92 dygn;VARDAGSRUM;293.0000;+-15%;RADONGAS;VARDAGSRUM;279.0000;+-15%;;;;;;;;;;290.0000;;BÄGAREN 1,2,3; KANNAN 2;MYNTG 101;050;0;0;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;;;OKÄNT;;PLATTA PÅ MARK;;MEKANISK FRÅNLUFT;7194373.470000000000000;785985.880000000000000
9670;63720;SPÅRFILM MED FILTER (SSM:S MET;2008-10-15 00:00:00.000;2009-01-15 00:00:00.000;92 dygn;VARDAGSRUM;159.0000;+-15%;RADONGAS;VARDAGSRUM;157.0000;+-15%;;;;;;;;;;160.0000;;BÄGAREN 1,2,3; KANNAN 2;MYNTG 95;073;0;0;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;;;OKÄNT;;PLATTA PÅ MARK;;MEKANISK FRÅNLUFT;7194373.470000000000000;785985.880000000000000
9671;63720;SPÅRFILM MED FILTER (SSM:S MET;2008-10-17 00:00:00.000;2009-01-26 00:00:00.000;101 dygn;VARDAGSRUM;203.0000;+-15%;RADONGAS;VARDAGSRUM;213.0000;+-15%;;;;;;;;;;210.0000;;BÄGAREN 1,2,3; KANNAN 2;MYNTG 93;083;0;0;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;;;OKÄNT;;PLATTA PÅ MARK;;MEKANISK FRÅNLUFT;7194373.470000000000000;785985.880000000000000
9672;63720;SPÅRFILM MED FILTER (SSM:S MET;2008-10-15 00:00:00.000;2009-01-15 00:00:00.000;92 dygn;VARDAGSRUM;155.0000;+-15%;RADONGAS;VARDAGSRUM;160.0000;+-15%;;;;;;;;;;160.0000;;BÄGAREN 1,2,3; KANNAN 2;MYNTG 89;100;0;0;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;;;OKÄNT;;PLATTA PÅ MARK;;MEKANISK FRÅNLUFT;7194373.470000000000000;785985.880000000000000
9673;63720;SPÅRFILM MED FILTER (SSM:S MET;2008-10-15 00:00:00.000;2009-01-09 00:00:00.000;86 dygn;VARDAGSRUM;144.0000;+-15%;RADONGAS;VARDAGSRUM;166.0000;+-15%;;;;;;;;;;160.0000;;BÄGAREN 1,2,3; KANNAN 2;MYNTG 89;101;0;0;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;;;OKÄNT;;PLATTA PÅ MARK;;MEKANISK FRÅNLUFT;7194373.470000000000000;785985.880000000000000
9674;63720;SPÅRFILM MED FILTER (SSM:S MET;2008-10-14 00:00:00.000;2009-01-15 00:00:00.000;93 dygn;VARDAGSRUM;39.0000;+-15%;RADONGAS;VARDAGSRUM;36.0000;+-15%;;;;;;;;;;40.0000;;BÄGAREN 1,2,3; KANNAN 2;MYNTG 87;108;0;0;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;;;OKÄNT;;PLATTA PÅ MARK;;MEKANISK FRÅNLUFT;7194373.470000000000000;785985.880000000000000
9675;63720;SPÅRFILM MED FILTER (SSM:S MET;2008-10-08 00:00:00.000;2009-01-15 00:00:00.000;99 dygn;VARDAGSRUM;89.0000;+-15%;RADONGAS;SOVRUM;86.0000;+-15%;;;;;;;;;;90.0000;;BÄGAREN 1,2,3; KANNAN 2;MYNTG 67;192;0;0;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;;;OKÄNT;;PLATTA PÅ MARK;;MEKANISK FRÅNLUFT;7194373.470000000000000;785985.880000000000000
9676;54624;SPÅRFILM MED FILTER (SSM:S MET;2008-10-27 00:00:00.000;2009-01-20 00:00:00.000;85 dygn;SOVRUM;526.0000;+-15%;RADONGAS;VARDAGSRUM;474.0000;+-15%;;;;;;;;;;500.0000;;LÄKTAREN 6;FÄLTJÄGARV 22;47;2;2;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
9677;63720;SPÅRFILM MED FILTER (SSM:S MET;2008-10-13 00:00:00.000;2009-01-19 00:00:00.000;98 dygn;VARDAGSRUM;190.0000;+-15%;RADONGAS;VARDAGSRUM;173.0000;+-15%;;;;;;;;;;180.0000;;BÄGAREN 1,2,3; KANNAN 2;MYNTG 59;223;0;0;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;;;OKÄNT;;PLATTA PÅ MARK;;MEKANISK FRÅNLUFT;7194373.470000000000000;785985.880000000000000
9678;63720;SPÅRFILM MED FILTER (SSM:S MET;2008-10-16 00:00:00.000;2009-01-23 00:00:00.000;99 dygn;VARDAGSRUM;315.0000;+-15%;RADONGAS;VARDAGSRUM;297.0000;+-15%;;;;;;;;;;310.0000;;BÄGAREN 1,2,3; KANNAN 2;MYNTG 55;240;0;0;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;;;OKÄNT;;PLATTA PÅ MARK;;MEKANISK FRÅNLUFT;7194373.470000000000000;785985.880000000000000
9679;63720;SPÅRFILM MED FILTER (SSM:S MET;2008-10-08 00:00:00.000;2009-01-13 00:00:00.000;97 dygn;VARDAGSRUM;91.0000;+-15%;RADONGAS;VARDAGSRUM;82.0000;+-15%;;;;;;;;;;90.0000;;BÄGAREN 1,2,3; KANNAN 2;MYNTG 47;275;0;0;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;;;OKÄNT;;PLATTA PÅ MARK;;MEKANISK FRÅNLUFT;7194373.470000000000000;785985.880000000000000
9680;63720;SPÅRFILM MED FILTER (SSM:S MET;2008-10-08 00:00:00.000;2009-01-09 00:00:00.000;93 dygn;VARDAGSRUM;172.0000;+-15%;RADONGAS;VARDAGSRUM;183.0000;+-15%;;;;;;;;;;180.0000;;BÄGAREN 1,2,3; KANNAN 2;MYNTG 39;308;0;0;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;;;OKÄNT;;PLATTA PÅ MARK;;MEKANISK FRÅNLUFT;7194373.470000000000000;785985.880000000000000
9681;63720;SPÅRFILM MED FILTER (SSM:S MET;2008-10-08 00:00:00.000;2009-01-13 00:00:00.000;97 dygn;VARDAGSRUM;185.0000;+-15%;RADONGAS;VARDAGSRUM;209.0000;+-15%;;;;;;;;;;200.0000;;BÄGAREN 1,2,3; KANNAN 2;MYNTG 17;380;0;0;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;;;OKÄNT;;PLATTA PÅ MARK;;MEKANISK FRÅNLUFT;7194373.470000000000000;785985.880000000000000
9682;63720;SPÅRFILM MED FILTER (SSM:S MET;2008-10-08 00:00:00.000;2009-01-13 00:00:00.000;97 dygn;VARDAGSRUM;79.0000;+-15%;RADONGAS;VARDAGSRUM;81.0000;+-15%;;;;;;;;;;80.0000;;BÄGAREN 1,2,3; KANNAN 2;MYNTG 11;403;0;0;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;;;OKÄNT;;PLATTA PÅ MARK;;MEKANISK FRÅNLUFT;7194373.470000000000000;785985.880000000000000
9683;63720;SPÅRFILM MED FILTER (SSM:S MET;2008-10-08 00:00:00.000;2009-01-15 00:00:00.000;99 dygn;VARDAGSRUM;272.0000;+-15%;RADONGAS;VARDAGSRUM;271.0000;+-15%;;;;;;;;;;270.0000;;BÄGAREN 1,2,3; KANNAN 2;MYNTG 9;410;0;0;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;;;OKÄNT;;PLATTA PÅ MARK;;MEKANISK FRÅNLUFT;7194373.470000000000000;785985.880000000000000
9684;63721;SPÅRFILM MED FILTER (SSM:S MET;2008-11-20 00:00:00.000;2009-01-26 00:00:00.000;67 dygn;SOVRUM;55.0000;+-15%;RADONGAS;VARDAGSRUM;52.0000;+-15%;;;;;;;;;;50.0000;;OSTVIK 6:30;BYG. 93, 93491 KÅGE;2;0;0;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1941;1963;OKÄNT;;KÄLLARE;;SJÄLVDRAG;;
9685;63721;SPÅRFILM MED FILTER (SSM:S MET;2008-11-20 00:00:00.000;2009-01-26 00:00:00.000;67 dygn;VARDAGSRUM;30.0000;+-15%;RADONGAS;SOVRUM;30.0000;+-15%;;;;;;;;;;30.0000;;OSTVIK 6:30;BYG. 93, 93491 KÅGE;3;1;1;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1941;1963;OKÄNT;;KÄLLARE;;SJÄLVDRAG;;
9686;63721;SPÅRFILM MED FILTER (SSM:S MET;2008-11-20 00:00:00.000;2009-01-26 00:00:00.000;67 dygn;VARDAGSRUM;110.0000;+-15%;RADONGAS;SOVRUM;63.0000;+-15%;;;;;;;;;;90.0000;;OSTVIK 6:30;BYG. 93, 93491 KÅGE;?;0;0;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1941;1963;OKÄNT;;KÄLLARE;;SJÄLVDRAG;;
9687;57797;SPÅRFILM MED FILTER (SSM:S MET;2008-10-07 00:00:00.000;2009-01-28 00:00:00.000;113 dygn;SOVRUM;35.0000;+-15%;RADONGAS;VARDAGSRUM;31.0000;+-15%;;;;;;;;;;30.0000;;;FOLKPARKSVÄGEN 67;3:A BOTTENPLAN;0;0;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1954;;OKÄNT;;KÄLLARE;;SJÄLVDRAG;;
9688;57797;SPÅRFILM MED FILTER (SSM:S MET;2008-10-07 00:00:00.000;2009-01-28 00:00:00.000;113 dygn;OKLAR;30.0000;+-15%;RADONGAS;OKLAR;30.0000;+-15%;;;;;;;;;;30.0000;;;FOLKPARKSVÄGEN 67;3:A,  V;1;1;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1954;;OKÄNT;;KÄLLARE;;SJÄLVDRAG;;
9689;62480;SPÅRFILM MED FILTER (SSM:S MET;2008-12-04 00:00:00.000;2009-02-12 00:00:00.000;70 dygn;SOVRUM;30.0000;+-15%;RADONGAS;VARDAGSRUM;30.0000;+-15%;;;;;;;;;;30.0000;;RINGDUVAN 1;STORGATAN 18B;1102;2;2;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1963;;OKÄNT;;KÄLLARE;0;MEKANISK FRÅNLUFT;;
9690;62480;SPÅRFILM MED FILTER (SSM:S MET;2008-12-04 00:00:00.000;2009-02-12 00:00:00.000;70 dygn;SOVRUM;30.0000;+-15%;RADONGAS;VARDAGSRUM;30.0000;+-15%;;;;;;;;;;30.0000;;RINGDUVAN 1;STORGATAN 18B;1202;3;3;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1963;;OKÄNT;;KÄLLARE;0;MEKANISK FRÅNLUFT;;
9691;59032;SPÅRFILM MED FILTER (SSM:S MET;2008-11-23 00:00:00.000;2009-02-18 00:00:00.000;87 dygn;VARDAGSRUM;38.0000;+-15%;RADONGAS;SOVRUM;43.0000;+-15%;;;;;;;;;;40.0000;;BERGSBYGÅRD NR 1;HOLMGATAN 26;4;2;2;;;;PASELA MILJÖSUPPORT AB;;;FLERPLANSHUS;1965;;;;;0;MEKANISK TILL/FRÅNLUFT;7191254.650000000000000;789507.070000000000000
9692;59032;SPÅRFILM MED FILTER (SSM:S MET;2008-11-23 00:00:00.000;2009-02-18 00:00:00.000;87 dygn;SOVRUM;30.0000;+-15%;RADONGAS;VARDAGSRUM;30.0000;+-15%;;;;;;;;;;30.0000;;BERGSBYGÅRD NR 1;HOLMGATAN 28;7;1;1;;;;PASELA MILJÖSUPPORT AB;;;FLERPLANSHUS;1965;;;;;0;MEKANISK TILL/FRÅNLUFT;7191254.650000000000000;789507.070000000000000
9693;59032;SPÅRFILM MED FILTER (SSM:S MET;2008-11-23 00:00:00.000;2009-02-18 00:00:00.000;87 dygn;SOVRUM;30.0000;+-15%;RADONGAS;VARDAGSRUM;30.0000;+-15%;;;;;;;;;;30.0000;;BERGSBYGÅRD NR 1;HOLMGATAN 28;9;1;1;;;;PASELA MILJÖSUPPORT AB;;;FLERPLANSHUS;1965;;;;;0;MEKANISK TILL/FRÅNLUFT;7191254.650000000000000;789507.070000000000000
9694;62480;SPÅRFILM MED FILTER (SSM:S MET;2008-12-04 00:00:00.000;2009-02-12 00:00:00.000;70 dygn;SOVRUM;30.0000;+-15%;RADONGAS;VARDAGSRUM;30.0000;+-15%;;;;;;;;;;30.0000;;RINGDUVAN 1;STORGATAN 18A;1001;1;1;;;;PASELA MILJÖSUPPORT AB;;;FLERBOSTADSHUS;1963;;OKÄNT;;KÄLLARE;0;MEKANISK FRÅNLUFT;;
